Baseline_proba,Augmented_proba,Augmented_2_proba,true_label,Baseline_label,Augmented_label,Augmented_2_label,Baseline_class,Augmented_class,Augmented_2_class
0.7665849,0.77038956,0.99947095,1.0,1,1,1,poisonous,poisonous,poisonous
0.386245,0.70995146,0.99344903,1.0,0,1,1,edible,poisonous,poisonous
0.6959996,0.6477124,0.6062689,1.0,1,1,1,poisonous,poisonous,poisonous
0.46313503,0.26337802,0.97055584,1.0,0,0,1,edible,edible,poisonous
0.43944615,0.4338568,0.9956725,1.0,0,0,1,edible,edible,poisonous
0.89475214,0.53387326,0.9989688,1.0,1,1,1,poisonous,poisonous,poisonous
0.47089085,0.7293662,0.99977994,1.0,0,1,1,edible,poisonous,poisonous
0.6404091,0.8288561,0.99911714,1.0,1,1,1,poisonous,poisonous,poisonous
0.6377152,0.6693033,0.97323835,1.0,1,1,1,poisonous,poisonous,poisonous
0.7316059,0.84010977,0.9925789,1.0,1,1,1,poisonous,poisonous,poisonous
0.664306,0.76913935,0.9997987,1.0,1,1,1,poisonous,poisonous,poisonous
0.41679353,0.59577936,0.9493041,1.0,0,1,1,edible,poisonous,poisonous
0.5758032,0.9461825,0.99798393,1.0,1,1,1,poisonous,poisonous,poisonous
0.6438758,0.67145604,0.9987928,1.0,1,1,1,poisonous,poisonous,poisonous
0.68535984,0.7820911,0.99674946,1.0,1,1,1,poisonous,poisonous,poisonous
0.8403577,0.8231952,0.9987642,1.0,1,1,1,poisonous,poisonous,poisonous
0.6905882,0.9189395,0.99842924,1.0,1,1,1,poisonous,poisonous,poisonous
0.25896138,0.6727859,0.9995979,1.0,0,1,1,edible,poisonous,poisonous
0.46937987,0.59793204,0.99647087,1.0,0,1,1,edible,poisonous,poisonous
0.4810048,0.8380647,0.9996315,1.0,0,1,1,edible,poisonous,poisonous
0.46273324,0.4117067,0.99775666,1.0,0,0,1,edible,edible,poisonous
0.71451366,0.9169314,0.99961334,1.0,1,1,1,poisonous,poisonous,poisonous
0.5614997,0.767364,0.9958751,1.0,1,1,1,poisonous,poisonous,poisonous
0.5175914,0.79130167,0.98850733,1.0,1,1,1,poisonous,poisonous,poisonous
0.6781184,0.75599164,0.9995992,1.0,1,1,1,poisonous,poisonous,poisonous
0.47057945,0.7839607,0.96310437,1.0,0,1,1,edible,poisonous,poisonous
0.96104056,0.9670738,0.99999815,1.0,1,1,1,poisonous,poisonous,poisonous
0.8790244,0.84638864,0.9999705,1.0,1,1,1,poisonous,poisonous,poisonous
0.550626,0.41557333,0.9995208,1.0,1,0,1,poisonous,edible,poisonous
0.7056686,0.6928686,0.9982362,1.0,1,1,1,poisonous,poisonous,poisonous
0.5125588,0.62486213,0.9996828,1.0,1,1,1,poisonous,poisonous,poisonous
0.8451042,0.75975686,0.9914383,1.0,1,1,1,poisonous,poisonous,poisonous
0.98860323,0.9119802,0.9999313,1.0,1,1,1,poisonous,poisonous,poisonous
0.9307498,0.95946836,0.9976418,1.0,1,1,1,poisonous,poisonous,poisonous
0.98389786,0.99163365,0.9999989,1.0,1,1,1,poisonous,poisonous,poisonous
0.97970587,0.97404325,0.99999994,1.0,1,1,1,poisonous,poisonous,poisonous
0.97774863,0.965915,0.99999726,1.0,1,1,1,poisonous,poisonous,poisonous
0.9643716,0.9279304,0.9986517,1.0,1,1,1,poisonous,poisonous,poisonous
0.37538943,0.8832659,0.97641575,1.0,0,1,1,edible,poisonous,poisonous
0.92789054,0.8855753,0.9883585,1.0,1,1,1,poisonous,poisonous,poisonous
0.5821269,0.6391178,0.99993354,1.0,1,1,1,poisonous,poisonous,poisonous
0.8923946,0.6945438,0.99999094,1.0,1,1,1,poisonous,poisonous,poisonous
0.92845225,0.8783489,0.9997883,1.0,1,1,1,poisonous,poisonous,poisonous
0.5639505,0.7016631,0.95131063,1.0,1,1,1,poisonous,poisonous,poisonous
0.94684035,0.833879,0.9984146,1.0,1,1,1,poisonous,poisonous,poisonous
0.9116975,0.7818588,0.9954428,1.0,1,1,1,poisonous,poisonous,poisonous
0.8288696,0.83731157,0.99999654,1.0,1,1,1,poisonous,poisonous,poisonous
0.93885106,0.9490398,0.9996851,1.0,1,1,1,poisonous,poisonous,poisonous
0.58865136,0.9669811,0.99996084,1.0,1,1,1,poisonous,poisonous,poisonous
0.27917403,0.3441115,0.99846333,1.0,0,0,1,edible,edible,poisonous
0.95738405,0.82602507,0.99999946,1.0,1,1,1,poisonous,poisonous,poisonous
0.9887654,0.9922118,0.9999904,1.0,1,1,1,poisonous,poisonous,poisonous
0.9481795,0.91492563,0.99957275,1.0,1,1,1,poisonous,poisonous,poisonous
0.7024218,0.8613493,0.9999983,1.0,1,1,1,poisonous,poisonous,poisonous
0.9907253,0.950815,0.9995071,1.0,1,1,1,poisonous,poisonous,poisonous
0.35688606,0.92186534,0.9897845,1.0,0,1,1,edible,poisonous,poisonous
0.83219033,0.6872993,0.996087,1.0,1,1,1,poisonous,poisonous,poisonous
0.70941776,0.98211884,0.9993221,1.0,1,1,1,poisonous,poisonous,poisonous
0.69417965,0.7999365,0.9960842,1.0,1,1,1,poisonous,poisonous,poisonous
0.37376675,0.86003524,0.98347795,1.0,0,1,1,edible,poisonous,poisonous
0.9691607,0.680213,0.99986035,1.0,1,1,1,poisonous,poisonous,poisonous
0.5731207,0.81779045,0.9823669,1.0,1,1,1,poisonous,poisonous,poisonous
0.9711199,0.8973551,0.9999371,1.0,1,1,1,poisonous,poisonous,poisonous
0.9829944,0.6754904,0.9999628,1.0,1,1,1,poisonous,poisonous,poisonous
0.8463686,0.9354927,0.97820616,1.0,1,1,1,poisonous,poisonous,poisonous
0.85823977,0.9076683,0.998259,1.0,1,1,1,poisonous,poisonous,poisonous
0.9592476,0.88772345,0.9997355,1.0,1,1,1,poisonous,poisonous,poisonous
0.98129404,0.8990197,0.99724257,1.0,1,1,1,poisonous,poisonous,poisonous
0.89306366,0.8871259,0.99917644,1.0,1,1,1,poisonous,poisonous,poisonous
0.49675226,0.75019604,0.99992645,1.0,0,1,1,edible,poisonous,poisonous
0.65040976,0.9485765,0.9988185,1.0,1,1,1,poisonous,poisonous,poisonous
0.9806313,0.98632205,0.9808251,1.0,1,1,1,poisonous,poisonous,poisonous
0.36469248,0.60819757,0.9807765,1.0,0,1,1,edible,poisonous,poisonous
0.93440765,0.91490203,0.986016,1.0,1,1,1,poisonous,poisonous,poisonous
0.96553195,0.86412066,0.9984251,1.0,1,1,1,poisonous,poisonous,poisonous
0.9591198,0.90801686,0.99968886,1.0,1,1,1,poisonous,poisonous,poisonous
0.80314523,0.96386784,0.91949,1.0,1,1,1,poisonous,poisonous,poisonous
0.8494638,0.78641826,0.9999839,1.0,1,1,1,poisonous,poisonous,poisonous
0.8999727,0.85987663,0.9940179,1.0,1,1,1,poisonous,poisonous,poisonous
0.95351684,0.8291743,0.9983602,1.0,1,1,1,poisonous,poisonous,poisonous
0.5856541,0.94259083,0.99999964,1.0,1,1,1,poisonous,poisonous,poisonous
0.9706726,0.997076,0.99992687,1.0,1,1,1,poisonous,poisonous,poisonous
0.9217634,0.8361196,0.99416864,1.0,1,1,1,poisonous,poisonous,poisonous
0.5992122,0.33482045,0.98490655,1.0,1,0,1,poisonous,edible,poisonous
0.83062917,0.5506758,0.9937582,1.0,1,1,1,poisonous,poisonous,poisonous
0.4224902,0.9518367,0.9995139,1.0,0,1,1,edible,poisonous,poisonous
0.7528543,0.9578221,0.9999896,1.0,1,1,1,poisonous,poisonous,poisonous
0.9907253,0.950815,0.9995071,1.0,1,1,1,poisonous,poisonous,poisonous
0.9418513,0.96835566,0.9999313,1.0,1,1,1,poisonous,poisonous,poisonous
0.46628532,0.82617414,0.99767935,1.0,0,1,1,edible,poisonous,poisonous
0.7560157,0.80229044,0.9998218,1.0,1,1,1,poisonous,poisonous,poisonous
0.604327,0.6281691,0.963445,1.0,1,1,1,poisonous,poisonous,poisonous
0.70223504,0.93534344,0.9818139,1.0,1,1,1,poisonous,poisonous,poisonous
0.74426526,0.55568933,0.97603554,1.0,1,1,1,poisonous,poisonous,poisonous
0.9895851,0.7822406,0.97243387,1.0,1,1,1,poisonous,poisonous,poisonous
0.73097235,0.86506814,0.9998527,1.0,1,1,1,poisonous,poisonous,poisonous
0.6507854,0.73065543,0.99975795,1.0,1,1,1,poisonous,poisonous,poisonous
0.9025872,0.87103236,0.9998612,1.0,1,1,1,poisonous,poisonous,poisonous
0.73475486,0.77799076,0.9692529,1.0,1,1,1,poisonous,poisonous,poisonous
0.18474714,0.5839382,0.98855644,1.0,0,1,1,edible,poisonous,poisonous
0.9100188,0.89675766,0.9977052,1.0,1,1,1,poisonous,poisonous,poisonous
0.82491523,0.6723289,0.99899566,1.0,1,1,1,poisonous,poisonous,poisonous
0.87720907,0.94670403,0.97762465,1.0,1,1,1,poisonous,poisonous,poisonous
0.54365003,0.94943273,0.99809295,1.0,1,1,1,poisonous,poisonous,poisonous
0.3836803,0.4301042,0.9913884,1.0,0,0,1,edible,edible,poisonous
0.5157864,0.7523703,0.98967344,1.0,1,1,1,poisonous,poisonous,poisonous
0.5950873,0.2753613,0.97711796,1.0,1,0,1,poisonous,edible,poisonous
0.9831031,0.9454975,0.96030486,1.0,1,1,1,poisonous,poisonous,poisonous
0.5532172,0.3020361,0.92554635,1.0,1,0,1,poisonous,edible,poisonous
0.8950517,0.930899,0.9996922,1.0,1,1,1,poisonous,poisonous,poisonous
0.3129818,0.81990135,0.9994855,1.0,0,1,1,edible,poisonous,poisonous
0.82380426,0.51162094,0.9999954,1.0,1,1,1,poisonous,poisonous,poisonous
0.4420003,0.3682247,0.99669784,1.0,0,0,1,edible,edible,poisonous
0.9887654,0.9922118,0.9999904,1.0,1,1,1,poisonous,poisonous,poisonous
0.8630396,0.5839059,0.9999744,1.0,1,1,1,poisonous,poisonous,poisonous
0.76321477,0.9128337,0.9998461,1.0,1,1,1,poisonous,poisonous,poisonous
0.45365453,0.34425178,0.98821306,1.0,0,0,1,edible,edible,poisonous
0.665829,0.3918021,0.9994524,1.0,1,0,1,poisonous,edible,poisonous
0.8291306,0.65767473,0.9616013,1.0,1,1,1,poisonous,poisonous,poisonous
0.31074107,0.677624,0.99871963,1.0,0,1,1,edible,poisonous,poisonous
0.79539937,0.5513329,0.9993181,1.0,1,1,1,poisonous,poisonous,poisonous
0.37425694,0.33218595,0.9954537,1.0,0,0,1,edible,edible,poisonous
0.45996508,0.3205314,0.99790186,1.0,0,0,1,edible,edible,poisonous
0.35322285,0.3676155,0.2691147,1.0,0,0,0,edible,edible,edible
0.2793114,0.21629153,0.7162281,1.0,0,0,1,edible,edible,poisonous
0.49905944,0.22562824,0.979158,1.0,0,0,1,edible,edible,poisonous
0.64652264,0.35481575,0.9813437,1.0,1,0,1,poisonous,edible,poisonous
0.7976138,0.7823584,0.98743105,1.0,1,1,1,poisonous,poisonous,poisonous
0.551971,0.66051704,0.9660097,1.0,1,1,1,poisonous,poisonous,poisonous
0.7450993,0.50890994,0.9991992,1.0,1,1,1,poisonous,poisonous,poisonous
0.84682244,0.80980355,0.9993047,1.0,1,1,1,poisonous,poisonous,poisonous
0.48639947,0.7676284,0.9845255,1.0,0,1,1,edible,poisonous,poisonous
0.475914,0.8152898,0.99810046,1.0,0,1,1,edible,poisonous,poisonous
0.39267445,0.77722996,0.9987497,1.0,0,1,1,edible,poisonous,poisonous
0.6496811,0.81608367,0.9757836,1.0,1,1,1,poisonous,poisonous,poisonous
0.34297884,0.75755286,0.985056,1.0,0,1,1,edible,poisonous,poisonous
0.33261085,0.4360757,0.9937799,1.0,0,0,1,edible,edible,poisonous
0.36038116,0.52573085,0.99927133,1.0,0,1,1,edible,poisonous,poisonous
0.80387414,0.42418572,0.99478495,1.0,1,0,1,poisonous,edible,poisonous
0.43137237,0.5741383,0.9989315,1.0,0,1,1,edible,poisonous,poisonous
0.30114055,0.5028455,0.86822927,1.0,0,1,1,edible,poisonous,poisonous
0.51901823,0.9038043,0.9985885,1.0,1,1,1,poisonous,poisonous,poisonous
0.48657507,0.42220727,0.9977262,1.0,0,0,1,edible,edible,poisonous
0.3718515,0.23244306,0.98864955,1.0,0,0,1,edible,edible,poisonous
0.7439276,0.74532056,0.9981636,1.0,1,1,1,poisonous,poisonous,poisonous
0.6563615,0.8052472,0.9984927,1.0,1,1,1,poisonous,poisonous,poisonous
0.13059849,0.1867664,0.9401014,1.0,0,0,1,edible,edible,poisonous
0.61829215,0.45929363,0.9639254,1.0,1,0,1,poisonous,edible,poisonous
0.1763995,0.6855478,0.9692322,1.0,0,1,1,edible,poisonous,poisonous
0.4639177,0.8391077,0.9894675,1.0,0,1,1,edible,poisonous,poisonous
0.61215496,0.6652072,0.9988703,1.0,1,1,1,poisonous,poisonous,poisonous
0.53734255,0.7025558,0.9980511,1.0,1,1,1,poisonous,poisonous,poisonous
0.9907253,0.950815,0.9995071,1.0,1,1,1,poisonous,poisonous,poisonous
0.9418513,0.96835566,0.9999313,1.0,1,1,1,poisonous,poisonous,poisonous
0.98129404,0.8990197,0.99724257,1.0,1,1,1,poisonous,poisonous,poisonous
0.9217634,0.8361196,0.99416864,1.0,1,1,1,poisonous,poisonous,poisonous
0.8734817,0.94625384,0.9982074,1.0,1,1,1,poisonous,poisonous,poisonous
0.96553195,0.86412066,0.9984251,1.0,1,1,1,poisonous,poisonous,poisonous
0.93440765,0.91490203,0.986016,1.0,1,1,1,poisonous,poisonous,poisonous
0.622897,0.7965403,0.69607097,1.0,1,1,1,poisonous,poisonous,poisonous
0.7771326,0.969104,0.99306667,1.0,1,1,1,poisonous,poisonous,poisonous
0.6066991,0.40825966,0.9995888,1.0,1,0,1,poisonous,edible,poisonous
0.96789986,0.99490404,0.9999961,1.0,1,1,1,poisonous,poisonous,poisonous
0.73797935,0.6782822,0.685428,1.0,1,1,1,poisonous,poisonous,poisonous
0.77280676,0.9899896,0.9937678,1.0,1,1,1,poisonous,poisonous,poisonous
0.95017254,0.8499533,0.9969024,1.0,1,1,1,poisonous,poisonous,poisonous
0.47178736,0.8855115,0.99200803,1.0,0,1,1,edible,poisonous,poisonous
0.8616355,0.9678521,0.9999708,1.0,1,1,1,poisonous,poisonous,poisonous
0.91043013,0.92270446,0.99919146,1.0,1,1,1,poisonous,poisonous,poisonous
0.9829944,0.6754904,0.9999628,1.0,1,1,1,poisonous,poisonous,poisonous
0.4522667,0.84192604,0.99503076,1.0,0,1,1,edible,poisonous,poisonous
0.9706726,0.997076,0.99992687,1.0,1,1,1,poisonous,poisonous,poisonous
0.9075875,0.9294036,0.98877525,1.0,1,1,1,poisonous,poisonous,poisonous
0.46035904,0.87547064,0.9804232,1.0,0,1,1,edible,poisonous,poisonous
0.71722806,0.6898539,0.9999968,1.0,1,1,1,poisonous,poisonous,poisonous
0.9691607,0.680213,0.99986035,1.0,1,1,1,poisonous,poisonous,poisonous
0.8930932,0.80118966,0.99808306,1.0,1,1,1,poisonous,poisonous,poisonous
0.952718,0.93506914,0.99081784,1.0,1,1,1,poisonous,poisonous,poisonous
0.85823977,0.9076683,0.998259,1.0,1,1,1,poisonous,poisonous,poisonous
0.6134934,0.71178955,0.9810707,1.0,1,1,1,poisonous,poisonous,poisonous
0.42308214,0.31818375,0.99516195,1.0,0,0,1,edible,edible,poisonous
0.8115249,0.6692224,0.96353656,1.0,1,1,1,poisonous,poisonous,poisonous
0.8796481,0.70598096,0.99456424,1.0,1,1,1,poisonous,poisonous,poisonous
0.551735,0.5641478,0.5480964,1.0,1,1,1,poisonous,poisonous,poisonous
0.9887654,0.9922118,0.9999904,1.0,1,1,1,poisonous,poisonous,poisonous
0.97708577,0.66437465,0.99083745,1.0,1,1,1,poisonous,poisonous,poisonous
0.99347746,0.9699283,0.9996834,1.0,1,1,1,poisonous,poisonous,poisonous
0.7333007,0.8803856,0.95611924,1.0,1,1,1,poisonous,poisonous,poisonous
0.7519301,0.81213313,0.9994201,1.0,1,1,1,poisonous,poisonous,poisonous
0.79701006,0.96479374,0.9987399,1.0,1,1,1,poisonous,poisonous,poisonous
0.5039437,0.4121046,0.9999791,1.0,1,0,1,poisonous,edible,poisonous
0.904851,0.9963379,0.99954987,1.0,1,1,1,poisonous,poisonous,poisonous
0.98860323,0.9119802,0.9999313,1.0,1,1,1,poisonous,poisonous,poisonous
0.7222151,0.7794528,0.99358,1.0,1,1,1,poisonous,poisonous,poisonous
0.8302244,0.8791235,0.99545944,1.0,1,1,1,poisonous,poisonous,poisonous
0.85653275,0.66893727,0.9976652,1.0,1,1,1,poisonous,poisonous,poisonous
0.74799633,0.8217985,0.9963981,1.0,1,1,1,poisonous,poisonous,poisonous
0.8804651,0.78238815,0.66864616,1.0,1,1,1,poisonous,poisonous,poisonous
0.65180254,0.9031511,0.99938554,1.0,1,1,1,poisonous,poisonous,poisonous
0.5902732,0.8929999,0.9737521,1.0,1,1,1,poisonous,poisonous,poisonous
0.6356027,0.7209703,0.99992424,1.0,1,1,1,poisonous,poisonous,poisonous
0.58253276,0.80654454,0.9999877,1.0,1,1,1,poisonous,poisonous,poisonous
0.5759122,0.61559296,0.976256,1.0,1,1,1,poisonous,poisonous,poisonous
0.92217773,0.8643297,0.9740215,1.0,1,1,1,poisonous,poisonous,poisonous
0.9387132,0.98237336,0.9997251,1.0,1,1,1,poisonous,poisonous,poisonous
0.74090445,0.8419504,0.99177754,1.0,1,1,1,poisonous,poisonous,poisonous
0.75241756,0.89094704,0.9984339,1.0,1,1,1,poisonous,poisonous,poisonous
0.72303814,0.71384203,0.99481684,1.0,1,1,1,poisonous,poisonous,poisonous
0.87445784,0.975543,0.99491763,1.0,1,1,1,poisonous,poisonous,poisonous
0.9073363,0.24152642,0.92896044,1.0,1,0,1,poisonous,edible,poisonous
0.58119226,0.8204711,0.92615575,1.0,1,1,1,poisonous,poisonous,poisonous
0.5069189,0.4197849,0.9999699,1.0,1,0,1,poisonous,edible,poisonous
0.45213035,0.9087804,0.9345363,1.0,0,1,1,edible,poisonous,poisonous
0.45516127,0.3969253,0.9714275,1.0,0,0,1,edible,edible,poisonous
0.94684035,0.833879,0.9984146,1.0,1,1,1,poisonous,poisonous,poisonous
0.7939706,0.57525307,0.99705017,1.0,1,1,1,poisonous,poisonous,poisonous
0.80663896,0.58324,0.9931127,1.0,1,1,1,poisonous,poisonous,poisonous
0.68346375,0.66056323,0.9970394,1.0,1,1,1,poisonous,poisonous,poisonous
0.4608424,0.82066613,0.9961813,1.0,0,1,1,edible,poisonous,poisonous
0.54635334,0.2268902,0.9973039,1.0,1,0,1,poisonous,edible,poisonous
0.66205263,0.24659523,0.9474269,1.0,1,0,1,poisonous,edible,poisonous
0.7012621,0.2772078,0.9992573,1.0,1,0,1,poisonous,edible,poisonous
0.59163606,0.53987855,0.9998646,1.0,1,1,1,poisonous,poisonous,poisonous
0.72250545,0.8403275,0.99211943,1.0,1,1,1,poisonous,poisonous,poisonous
0.85008955,0.34859863,0.99961,1.0,1,0,1,poisonous,edible,poisonous
0.6151634,0.06318595,0.998256,1.0,1,0,1,poisonous,edible,poisonous
0.6872909,0.7634357,0.9942838,1.0,1,1,1,poisonous,poisonous,poisonous
0.9640747,0.7740789,0.9965051,1.0,1,1,1,poisonous,poisonous,poisonous
0.8731798,0.7945161,0.7489657,1.0,1,1,1,poisonous,poisonous,poisonous
0.76813895,0.5146066,0.98159444,1.0,1,1,1,poisonous,poisonous,poisonous
0.69694674,0.72931063,0.99694735,1.0,1,1,1,poisonous,poisonous,poisonous
0.6353151,0.68738717,0.9989479,1.0,1,1,1,poisonous,poisonous,poisonous
0.32554692,0.26247546,0.93979627,1.0,0,0,1,edible,edible,poisonous
0.5324045,0.7047039,0.99568915,1.0,1,1,1,poisonous,poisonous,poisonous
0.6546763,0.29902604,0.95318526,1.0,1,0,1,poisonous,edible,poisonous
0.81537426,0.73033917,0.9904876,1.0,1,1,1,poisonous,poisonous,poisonous
0.7804566,0.6786239,0.99950284,1.0,1,1,1,poisonous,poisonous,poisonous
0.7415659,0.8720557,0.9999976,1.0,1,1,1,poisonous,poisonous,poisonous
0.9516618,0.8902544,0.9960739,1.0,1,1,1,poisonous,poisonous,poisonous
0.95531905,0.9878314,0.9802154,1.0,1,1,1,poisonous,poisonous,poisonous
0.5731207,0.81779045,0.9823669,1.0,1,1,1,poisonous,poisonous,poisonous
0.8990482,0.8694015,0.8453815,1.0,1,1,1,poisonous,poisonous,poisonous
0.36781964,0.6938844,0.9999217,1.0,0,1,1,edible,poisonous,poisonous
0.82744765,0.7992483,0.9998124,1.0,1,1,1,poisonous,poisonous,poisonous
0.9671327,0.9804886,0.9960378,1.0,1,1,1,poisonous,poisonous,poisonous
0.91066635,0.9159955,0.99940175,1.0,1,1,1,poisonous,poisonous,poisonous
0.9253871,0.98836046,0.99298424,1.0,1,1,1,poisonous,poisonous,poisonous
0.67590016,0.8476683,0.99725616,1.0,1,1,1,poisonous,poisonous,poisonous
0.68430287,0.78618056,0.7072827,1.0,1,1,1,poisonous,poisonous,poisonous
0.33925548,0.7044081,0.99079835,1.0,0,1,1,edible,poisonous,poisonous
0.9776711,0.7492286,0.99074876,1.0,1,1,1,poisonous,poisonous,poisonous
0.9787093,0.90361196,0.9999336,1.0,1,1,1,poisonous,poisonous,poisonous
0.674434,0.9381787,0.9929247,1.0,1,1,1,poisonous,poisonous,poisonous
0.4395497,0.86602277,0.9930638,1.0,0,1,1,edible,poisonous,poisonous
0.7800256,0.78314686,0.88852304,1.0,1,1,1,poisonous,poisonous,poisonous
0.38920534,0.9205627,0.990594,1.0,0,1,1,edible,poisonous,poisonous
0.91515374,0.9869045,0.9917864,1.0,1,1,1,poisonous,poisonous,poisonous
0.06961136,0.40211058,0.99084586,1.0,0,0,1,edible,edible,poisonous
0.46929383,0.5825907,0.32605398,1.0,0,1,0,edible,poisonous,edible
0.624963,0.766343,0.999395,1.0,1,1,1,poisonous,poisonous,poisonous
0.6057644,0.879479,0.9997298,1.0,1,1,1,poisonous,poisonous,poisonous
0.9887654,0.9922118,0.9999904,1.0,1,1,1,poisonous,poisonous,poisonous
0.46661326,0.82462275,0.96795565,1.0,0,1,1,edible,poisonous,poisonous
0.9419076,0.79332817,0.9995726,1.0,1,1,1,poisonous,poisonous,poisonous
0.9802911,0.961175,0.999712,1.0,1,1,1,poisonous,poisonous,poisonous
0.9481795,0.91492563,0.99957275,1.0,1,1,1,poisonous,poisonous,poisonous
0.77484757,0.766687,0.9895012,1.0,1,1,1,poisonous,poisonous,poisonous
0.865715,0.96920925,0.999368,1.0,1,1,1,poisonous,poisonous,poisonous
0.6248374,0.8018603,0.9991848,1.0,1,1,1,poisonous,poisonous,poisonous
0.8802986,0.79058015,0.98372966,1.0,1,1,1,poisonous,poisonous,poisonous
0.9786022,0.971804,0.99941385,1.0,1,1,1,poisonous,poisonous,poisonous
0.858438,0.66848093,0.9882096,1.0,1,1,1,poisonous,poisonous,poisonous
0.6850042,0.852385,0.8744015,1.0,1,1,1,poisonous,poisonous,poisonous
0.6715784,0.39762115,0.5322413,1.0,1,0,1,poisonous,edible,poisonous
0.8106396,0.8439912,0.9596034,1.0,1,1,1,poisonous,poisonous,poisonous
0.5892412,0.5474044,0.9438954,1.0,1,1,1,poisonous,poisonous,poisonous
0.72879523,0.9379613,0.9999784,1.0,1,1,1,poisonous,poisonous,poisonous
0.90272546,0.8922021,0.9260967,1.0,1,1,1,poisonous,poisonous,poisonous
0.9215764,0.49306977,0.99364823,1.0,1,0,1,poisonous,edible,poisonous
0.8831125,0.77959645,0.99814403,1.0,1,1,1,poisonous,poisonous,poisonous
0.9845834,0.98015493,0.9999988,1.0,1,1,1,poisonous,poisonous,poisonous
0.90640354,0.8996621,0.9955636,1.0,1,1,1,poisonous,poisonous,poisonous
0.84362566,0.9283978,0.9998931,1.0,1,1,1,poisonous,poisonous,poisonous
0.6633278,0.8562065,0.99686086,1.0,1,1,1,poisonous,poisonous,poisonous
0.9370219,0.740657,0.99870306,1.0,1,1,1,poisonous,poisonous,poisonous
0.58642197,0.7788899,0.99687743,1.0,1,1,1,poisonous,poisonous,poisonous
0.86395377,0.9594,0.9825004,1.0,1,1,1,poisonous,poisonous,poisonous
0.16435981,0.18247557,0.9264265,1.0,0,0,1,edible,edible,poisonous
0.90997976,0.76364875,0.99820876,1.0,1,1,1,poisonous,poisonous,poisonous
0.58865136,0.9669811,0.99996084,1.0,1,1,1,poisonous,poisonous,poisonous
0.9464892,0.7683907,0.95659804,1.0,1,1,1,poisonous,poisonous,poisonous
0.5827781,0.5801993,0.9884488,1.0,1,1,1,poisonous,poisonous,poisonous
0.6066492,0.41796076,0.60242605,1.0,1,0,1,poisonous,edible,poisonous
0.6774041,0.99471813,0.99795616,1.0,1,1,1,poisonous,poisonous,poisonous
0.50549495,0.8817956,0.99762005,1.0,1,1,1,poisonous,poisonous,poisonous
0.828704,0.720987,0.99981964,1.0,1,1,1,poisonous,poisonous,poisonous
0.837751,0.78469115,0.99974835,1.0,1,1,1,poisonous,poisonous,poisonous
0.7844135,0.82531446,0.99991995,1.0,1,1,1,poisonous,poisonous,poisonous
0.738569,0.41741225,0.48419502,1.0,1,0,0,poisonous,edible,edible
0.51625293,0.7514478,0.96733844,1.0,1,1,1,poisonous,poisonous,poisonous
0.8840835,0.91241705,0.5721697,1.0,1,1,1,poisonous,poisonous,poisonous
0.9568456,0.9218025,0.9999278,1.0,1,1,1,poisonous,poisonous,poisonous
0.969778,0.88821286,0.99938333,1.0,1,1,1,poisonous,poisonous,poisonous
0.42516768,0.36927617,0.99992603,1.0,0,0,1,edible,edible,poisonous
0.68220305,0.38703617,0.99793154,1.0,1,0,1,poisonous,edible,poisonous
0.84849304,0.7225446,0.99659526,1.0,1,1,1,poisonous,poisonous,poisonous
0.6239296,0.7805791,0.99977016,1.0,1,1,1,poisonous,poisonous,poisonous
0.7570459,0.6260952,0.93064153,1.0,1,1,1,poisonous,poisonous,poisonous
0.97308034,0.9357602,0.99812764,1.0,1,1,1,poisonous,poisonous,poisonous
0.5682298,0.8959516,0.99959826,1.0,1,1,1,poisonous,poisonous,poisonous
0.91660154,0.46878123,0.99996394,1.0,1,0,1,poisonous,edible,poisonous
0.48188856,0.49028194,0.9925044,1.0,0,0,1,edible,edible,poisonous
0.5930393,0.7603508,0.99941504,1.0,1,1,1,poisonous,poisonous,poisonous
0.88204664,0.81220776,0.9982437,1.0,1,1,1,poisonous,poisonous,poisonous
0.4817204,0.46007663,0.9995657,1.0,0,0,1,edible,edible,poisonous
0.8021034,0.91522187,0.99997866,1.0,1,1,1,poisonous,poisonous,poisonous
0.4758516,0.7967037,0.99934345,1.0,0,1,1,edible,poisonous,poisonous
0.6812982,0.7543462,0.9958082,1.0,1,1,1,poisonous,poisonous,poisonous
0.56151354,0.6990528,0.99975324,1.0,1,1,1,poisonous,poisonous,poisonous
0.9608663,0.96316546,0.99812615,1.0,1,1,1,poisonous,poisonous,poisonous
0.47287583,0.7596146,0.99392617,1.0,0,1,1,edible,poisonous,poisonous
0.24290988,0.18448375,0.10925296,1.0,0,0,0,edible,edible,edible
0.45535278,0.85394526,0.99837637,1.0,0,1,1,edible,poisonous,poisonous
0.92081994,0.93651175,0.99999195,1.0,1,1,1,poisonous,poisonous,poisonous
0.71775925,0.19234118,0.9765298,1.0,1,0,1,poisonous,edible,poisonous
0.6572285,0.9290971,0.99973005,1.0,1,1,1,poisonous,poisonous,poisonous
0.90002924,0.71727544,0.9966166,1.0,1,1,1,poisonous,poisonous,poisonous
0.72686857,0.97587484,0.87154555,1.0,1,1,1,poisonous,poisonous,poisonous
0.57364744,0.80429167,0.8516585,1.0,1,1,1,poisonous,poisonous,poisonous
0.5531031,0.56468195,0.999941,1.0,1,1,1,poisonous,poisonous,poisonous
