Baseline_proba,Augmented_proba,Baseline_label,Augmented_label,Baseline_class,Augmented_class
0.82782125,0.31135732,1,0,poisonous,edible
0.8550523,0.5182014,1,1,poisonous,poisonous
0.46557727,0.35285783,0,0,edible,edible
0.7721512,0.45502633,1,0,poisonous,edible
0.7747643,0.30545086,1,0,poisonous,edible
0.9674049,0.42314583,1,0,poisonous,edible
0.72156405,0.37728536,1,0,poisonous,edible
0.17580605,0.30769858,0,0,edible,edible
0.41453907,0.36595768,0,0,edible,edible
0.40498427,0.39211386,0,0,edible,edible
0.8409576,0.34967715,1,0,poisonous,edible
0.011633081,0.4370395,0,0,edible,edible
0.6957808,0.40549153,1,0,poisonous,edible
0.46508574,0.35822698,0,0,edible,edible
0.9592192,0.46058813,1,0,poisonous,edible
0.47123423,0.45638722,0,0,edible,edible
0.98453057,0.33715802,1,0,poisonous,edible
0.06949111,0.33631,0,0,edible,edible
0.77452147,0.33905762,1,0,poisonous,edible
0.59889376,0.40380505,1,0,poisonous,edible
0.50458497,0.37101033,1,0,poisonous,edible
0.66983163,0.6504355,1,1,poisonous,poisonous
0.37175474,0.36092052,0,0,edible,edible
0.30947146,0.45242763,0,0,edible,edible
0.2042945,0.42266417,0,0,edible,edible
0.50103885,0.37763685,1,0,poisonous,edible
0.5951282,0.3619688,1,0,poisonous,edible
0.49847433,0.5497507,0,1,edible,poisonous
0.18935238,0.64065915,0,1,edible,poisonous
0.2370166,0.45530722,0,0,edible,edible
0.21047394,0.32387054,0,0,edible,edible
0.04727826,0.39991575,0,0,edible,edible
0.47089413,0.36693817,0,0,edible,edible
0.47883263,0.40061086,0,0,edible,edible
0.94140095,0.34254885,1,0,poisonous,edible
0.05267198,0.3474591,0,0,edible,edible
0.41983545,0.45471662,0,0,edible,edible
0.5890428,0.3904699,1,0,poisonous,edible
0.46422318,0.47965288,0,0,edible,edible
0.072284,0.47964403,0,0,edible,edible
0.7287367,0.59911275,1,1,poisonous,poisonous
0.86151546,0.6563129,1,1,poisonous,poisonous
0.2487242,0.6283802,0,1,edible,poisonous
0.20843326,0.47161233,0,0,edible,edible
0.9914804,0.35866165,1,0,poisonous,edible
0.50558233,0.4359474,1,0,poisonous,edible
0.07497732,0.34532082,0,0,edible,edible
0.56339234,0.36982366,1,0,poisonous,edible
0.48412028,0.35734028,0,0,edible,edible
0.04020037,0.41023177,0,0,edible,edible
0.8548485,0.3566068,1,0,poisonous,edible
0.41390026,0.40086755,0,0,edible,edible
0.4134862,0.3932476,0,0,edible,edible
0.7941275,0.37978393,1,0,poisonous,edible
0.13108405,0.44014516,0,0,edible,edible
0.79712707,0.47631252,1,0,poisonous,edible
0.06343059,0.36922956,0,0,edible,edible
0.9886533,0.4644783,1,0,poisonous,edible
0.93305033,0.29766405,1,0,poisonous,edible
0.23676796,0.41112354,0,0,edible,edible
0.47308487,0.36099592,0,0,edible,edible
0.5929725,0.37943456,1,0,poisonous,edible
0.38097835,0.3496654,0,0,edible,edible
0.9750965,0.37318707,1,0,poisonous,edible
0.61324996,0.3991258,1,0,poisonous,edible
0.097576596,0.47689614,0,0,edible,edible
0.6383811,0.31843108,1,0,poisonous,edible
0.03251095,0.41399804,0,0,edible,edible
0.25559872,0.4263886,0,0,edible,edible
0.2215226,0.5284269,0,1,edible,poisonous
0.5315838,0.34057334,1,0,poisonous,edible
0.18560457,0.32917562,0,0,edible,edible
0.514956,0.339073,1,0,poisonous,edible
0.26999706,0.346093,0,0,edible,edible
0.41531405,0.37213367,0,0,edible,edible
0.38102752,0.43084443,0,0,edible,edible
0.5759525,0.3875654,1,0,poisonous,edible
0.8145604,0.64762205,1,1,poisonous,poisonous
0.89667326,0.36852047,1,0,poisonous,edible
0.10949295,0.3575358,0,0,edible,edible
0.8725531,0.37960184,1,0,poisonous,edible
0.5284265,0.36125967,1,0,poisonous,edible
0.17967008,0.38179988,0,0,edible,edible
0.3447804,0.3527243,0,0,edible,edible
0.9525477,0.5713365,1,1,poisonous,poisonous
0.7498469,0.37688488,1,0,poisonous,edible
0.84028685,0.40122837,1,0,poisonous,edible
0.3310394,0.41706145,0,0,edible,edible
0.089437395,0.4236162,0,0,edible,edible
0.71809673,0.4167833,1,0,poisonous,edible
0.16288988,0.36022976,0,0,edible,edible
0.24717459,0.4014008,0,0,edible,edible
0.35370654,0.43329886,0,0,edible,edible
0.65771914,0.42558247,1,0,poisonous,edible
0.36581686,0.37715378,0,0,edible,edible
0.42153087,0.4352463,0,0,edible,edible
0.85005635,0.31655285,1,0,poisonous,edible
0.73509955,0.40312007,1,0,poisonous,edible
0.38582468,0.3976058,0,0,edible,edible
0.7871424,0.5170619,1,1,poisonous,poisonous
0.80250275,0.4588697,1,0,poisonous,edible
0.4955088,0.37220347,0,0,edible,edible
0.9371859,0.48014742,1,0,poisonous,edible
0.34746015,0.34365353,0,0,edible,edible
0.9801384,0.3579869,1,0,poisonous,edible
0.9781367,0.34458148,1,0,poisonous,edible
0.40190363,0.57534766,0,1,edible,poisonous
0.4757347,0.47519386,0,0,edible,edible
0.16370286,0.32976735,0,0,edible,edible
0.9130321,0.38295797,1,0,poisonous,edible
0.46701145,0.38482288,0,0,edible,edible
0.93175745,0.65634656,1,1,poisonous,poisonous
0.2196191,0.37196365,0,0,edible,edible
0.40925884,0.36759478,0,0,edible,edible
0.64130205,0.4013532,1,0,poisonous,edible
0.50515306,0.37145054,1,0,poisonous,edible
0.00940439,0.36370116,0,0,edible,edible
0.5498793,0.44388354,1,0,poisonous,edible
0.024973921,0.4672247,0,0,edible,edible
0.3723717,0.41882104,0,0,edible,edible
0.41901043,0.4372877,0,0,edible,edible
0.20448172,0.6427208,0,1,edible,poisonous
0.49716043,0.6069043,0,1,edible,poisonous
0.81871986,0.4254276,1,0,poisonous,edible
0.74444896,0.5396735,1,1,poisonous,poisonous
0.98357695,0.33341983,1,0,poisonous,edible
0.036039863,0.39854163,0,0,edible,edible
0.73281866,0.4279079,1,0,poisonous,edible
0.76132625,0.39168257,1,0,poisonous,edible
0.87313795,0.34393013,1,0,poisonous,edible
0.72214746,0.3334924,1,0,poisonous,edible
0.636957,0.463932,1,0,poisonous,edible
0.049503546,0.46551016,0,0,edible,edible
0.2887669,0.3622913,0,0,edible,edible
0.0034352394,0.28797677,0,0,edible,edible
0.4052732,0.3561915,0,0,edible,edible
0.34441313,0.35743093,0,0,edible,edible
0.15302248,0.36636245,0,0,edible,edible
0.20579787,0.34161177,0,0,edible,edible
0.78839654,0.49223933,1,0,poisonous,edible
0.24145469,0.36156029,0,0,edible,edible
0.56185365,0.35996664,1,0,poisonous,edible
0.28128326,0.39004147,0,0,edible,edible
0.717547,0.36986294,1,0,poisonous,edible
0.45309186,0.4454969,0,0,edible,edible
0.9096016,0.383149,1,0,poisonous,edible
0.7487969,0.32761806,1,0,poisonous,edible
0.06442182,0.35545212,0,0,edible,edible
0.27440014,0.39556602,0,0,edible,edible
0.08275257,0.38508052,0,0,edible,edible
0.7916943,0.42568696,1,0,poisonous,edible
0.97742504,0.37274894,1,0,poisonous,edible
0.55936515,0.35142106,1,0,poisonous,edible
0.2577173,0.49703962,0,0,edible,edible
0.9042004,0.38880232,1,0,poisonous,edible
0.17565958,0.31482887,0,0,edible,edible
0.9936866,0.3835219,1,0,poisonous,edible
0.8543046,0.41068554,1,0,poisonous,edible
0.06358601,0.5916072,0,1,edible,poisonous
0.92649096,0.3407063,1,0,poisonous,edible
0.4323176,0.5049297,0,1,edible,poisonous
0.37928304,0.3743647,0,0,edible,edible
0.0344354,0.39093658,0,0,edible,edible
0.059233457,0.45913213,0,0,edible,edible
0.094561055,0.36323315,0,0,edible,edible
0.14112331,0.3308796,0,0,edible,edible
0.67146415,0.3891975,1,0,poisonous,edible
0.45696396,0.3915483,0,0,edible,edible
0.0657276,0.46992022,0,0,edible,edible
0.13808838,0.3275083,0,0,edible,edible
0.77212316,0.4966787,1,0,poisonous,edible
0.6165365,0.47334394,1,0,poisonous,edible
0.33995643,0.38571796,0,0,edible,edible
0.8136186,0.3369977,1,0,poisonous,edible
0.45632938,0.46036515,0,0,edible,edible
0.73262423,0.3805591,1,0,poisonous,edible
0.23279274,0.49292424,0,0,edible,edible
0.40741864,0.38054287,0,0,edible,edible
0.860886,0.36543378,1,0,poisonous,edible
0.8572462,0.39124057,1,0,poisonous,edible
0.20492978,0.38872322,0,0,edible,edible
0.4500246,0.5040295,0,1,edible,poisonous
0.16395569,0.36048898,0,0,edible,edible
0.9536816,0.4261491,1,0,poisonous,edible
0.8668724,0.32792267,1,0,poisonous,edible
0.028758772,0.38882697,0,0,edible,edible
0.7552943,0.39572483,1,0,poisonous,edible
0.2627385,0.3667344,0,0,edible,edible
0.6802986,0.30510184,1,0,poisonous,edible
0.4845335,0.36700544,0,0,edible,edible
0.6266429,0.38074303,1,0,poisonous,edible
0.35835162,0.478231,0,0,edible,edible
0.676989,0.37626612,1,0,poisonous,edible
0.97036237,0.428734,1,0,poisonous,edible
0.8139542,0.42961338,1,0,poisonous,edible
0.37937742,0.42617244,0,0,edible,edible
0.40108147,0.34807658,0,0,edible,edible
0.15932958,0.39532426,0,0,edible,edible
0.88203764,0.41318688,1,0,poisonous,edible
0.62671506,0.52571315,1,1,poisonous,poisonous
0.9641824,0.34934178,1,0,poisonous,edible
0.36882862,0.37828436,0,0,edible,edible
0.14706618,0.48101348,0,0,edible,edible
0.32666183,0.3737893,0,0,edible,edible
0.7390647,0.38177463,1,0,poisonous,edible
0.2204434,0.43912286,0,0,edible,edible
0.33329883,0.30664378,0,0,edible,edible
0.483087,0.49682507,0,0,edible,edible
0.16199127,0.4017432,0,0,edible,edible
0.36102128,0.33856368,0,0,edible,edible
0.99474686,0.34988225,1,0,poisonous,edible
0.89903283,0.4615024,1,0,poisonous,edible
0.8833824,0.3267092,1,0,poisonous,edible
0.19126879,0.37749425,0,0,edible,edible
0.89295846,0.30917162,1,0,poisonous,edible
0.13328859,0.38204834,0,0,edible,edible
0.315683,0.3509685,0,0,edible,edible
0.2983033,0.3514442,0,0,edible,edible
0.03382779,0.51408726,0,1,edible,poisonous
0.29717475,0.35774013,0,0,edible,edible
0.4072061,0.38365188,0,0,edible,edible
0.955147,0.45438105,1,0,poisonous,edible
0.3042955,0.36522818,0,0,edible,edible
0.28729743,0.40680334,0,0,edible,edible
0.74608415,0.5736546,1,1,poisonous,poisonous
0.048721757,0.4181893,0,0,edible,edible
0.7255859,0.3768572,1,0,poisonous,edible
0.19874293,0.3981017,0,0,edible,edible
0.4345916,0.33334345,0,0,edible,edible
0.57331437,0.37875062,1,0,poisonous,edible
0.65243024,0.6141881,1,1,poisonous,poisonous
0.12109118,0.35365197,0,0,edible,edible
0.20249939,0.32150802,0,0,edible,edible
0.33598462,0.43313083,0,0,edible,edible
0.54593265,0.6080391,1,1,poisonous,poisonous
0.7084988,0.32447168,1,0,poisonous,edible
0.66112953,0.3304402,1,0,poisonous,edible
0.63874006,0.36735374,1,0,poisonous,edible
0.37028775,0.2980226,0,0,edible,edible
0.13878495,0.49034274,0,0,edible,edible
0.05882573,0.3497237,0,0,edible,edible
0.78455573,0.6510071,1,1,poisonous,poisonous
0.1991947,0.56035936,0,1,edible,poisonous
0.36366874,0.39665332,0,0,edible,edible
0.39352593,0.40132836,0,0,edible,edible
0.066460855,0.4484802,0,0,edible,edible
0.26568425,0.39172986,0,0,edible,edible
0.32182845,0.44781837,0,0,edible,edible
0.81878674,0.39164746,1,0,poisonous,edible
0.0897616,0.6420352,0,1,edible,poisonous
0.86445576,0.42559204,1,0,poisonous,edible
0.8170577,0.32377794,1,0,poisonous,edible
0.24079174,0.36170822,0,0,edible,edible
0.28436732,0.3708126,0,0,edible,edible
0.61052865,0.3944429,1,0,poisonous,edible
0.71679705,0.50410646,1,1,poisonous,poisonous
0.1683142,0.34657845,0,0,edible,edible
0.12972242,0.41678137,0,0,edible,edible
0.4080307,0.36618942,0,0,edible,edible
0.35966468,0.32867417,0,0,edible,edible
0.79709154,0.36198723,1,0,poisonous,edible
0.007942967,0.47025207,0,0,edible,edible
0.26036498,0.4395234,0,0,edible,edible
0.45758507,0.36070657,0,0,edible,edible
0.7521465,0.4342129,1,0,poisonous,edible
0.33242476,0.41863346,0,0,edible,edible
0.73213255,0.45483533,1,0,poisonous,edible
0.6810291,0.3380239,1,0,poisonous,edible
0.35502854,0.6057735,0,1,edible,poisonous
0.6814274,0.61238354,1,1,poisonous,poisonous
0.0036336104,0.5767214,0,1,edible,poisonous
0.6240649,0.38677743,1,0,poisonous,edible
0.6030047,0.39338252,1,0,poisonous,edible
0.9356247,0.5740038,1,1,poisonous,poisonous
0.8375479,0.3490168,1,0,poisonous,edible
0.712192,0.34477022,1,0,poisonous,edible
0.814267,0.3793751,1,0,poisonous,edible
0.96344286,0.48646572,1,0,poisonous,edible
0.78584063,0.3787035,1,0,poisonous,edible
0.2963355,0.52021956,0,1,edible,poisonous
0.29071593,0.39672533,0,0,edible,edible
0.032226663,0.35853153,0,0,edible,edible
0.69131553,0.55181736,1,1,poisonous,poisonous
0.94579494,0.37643328,1,0,poisonous,edible
0.28295663,0.46659535,0,0,edible,edible
0.90843964,0.3721387,1,0,poisonous,edible
0.69812506,0.44577357,1,0,poisonous,edible
0.867358,0.32562497,1,0,poisonous,edible
0.3614242,0.34991983,0,0,edible,edible
0.58282673,0.36224827,1,0,poisonous,edible
0.80344146,0.40504143,1,0,poisonous,edible
0.92555803,0.35843235,1,0,poisonous,edible
0.713522,0.3916824,1,0,poisonous,edible
0.51627904,0.45200676,1,0,poisonous,edible
0.32159695,0.35759395,0,0,edible,edible
0.68513787,0.41155514,1,0,poisonous,edible
0.6851931,0.3452694,1,0,poisonous,edible
0.09007693,0.3482173,0,0,edible,edible
0.7661605,0.44756758,1,0,poisonous,edible
0.85145974,0.5008105,1,1,poisonous,poisonous
0.024159085,0.37277266,0,0,edible,edible
0.09039783,0.37978548,0,0,edible,edible
0.37128899,0.61147386,0,1,edible,poisonous
0.9453911,0.44381762,1,0,poisonous,edible
0.50929403,0.39272687,1,0,poisonous,edible
0.43115264,0.44746384,0,0,edible,edible
0.7309416,0.37840813,1,0,poisonous,edible
0.20445767,0.37179565,0,0,edible,edible
0.73413587,0.34623688,1,0,poisonous,edible
0.79391,0.44542107,1,0,poisonous,edible
0.25909734,0.3494311,0,0,edible,edible
0.32628843,0.35959843,0,0,edible,edible
0.5779084,0.36465904,1,0,poisonous,edible
0.2555607,0.38264462,0,0,edible,edible
0.6468099,0.37152278,1,0,poisonous,edible
0.12378199,0.44534537,0,0,edible,edible
0.24231632,0.32553017,0,0,edible,edible
0.05799007,0.3500521,0,0,edible,edible
0.20251589,0.5248366,0,1,edible,poisonous
0.72040087,0.39939797,1,0,poisonous,edible
0.99912816,0.45829126,1,0,poisonous,edible
0.17656724,0.49553832,0,0,edible,edible
0.6341042,0.5599634,1,1,poisonous,poisonous
0.6249147,0.4006668,1,0,poisonous,edible
0.10495723,0.33272654,0,0,edible,edible
0.44761598,0.42886502,0,0,edible,edible
0.8024172,0.36166155,1,0,poisonous,edible
0.24706657,0.4650662,0,0,edible,edible
0.68353873,0.3418584,1,0,poisonous,edible
0.769665,0.49210545,1,0,poisonous,edible
0.47310978,0.5516817,0,1,edible,poisonous
0.13566282,0.2895301,0,0,edible,edible
0.50664043,0.39809763,1,0,poisonous,edible
0.6497868,0.42622504,1,0,poisonous,edible
0.747103,0.39917666,1,0,poisonous,edible
0.04011963,0.43219197,0,0,edible,edible
0.79044557,0.36926717,1,0,poisonous,edible
0.0021743404,0.30219188,0,0,edible,edible
0.7185013,0.44146287,1,0,poisonous,edible
0.007884383,0.3593404,0,0,edible,edible
0.07035737,0.35791993,0,0,edible,edible
0.4841942,0.40468928,0,0,edible,edible
0.2688807,0.36834022,0,0,edible,edible
0.68573856,0.36859745,1,0,poisonous,edible
0.028635858,0.3617921,0,0,edible,edible
0.5095282,0.4190546,1,0,poisonous,edible
0.68637717,0.4359473,1,0,poisonous,edible
0.5193216,0.42034426,1,0,poisonous,edible
0.56656146,0.49500918,1,0,poisonous,edible
0.9689418,0.47436383,1,0,poisonous,edible
0.41707665,0.31091842,0,0,edible,edible
0.852141,0.40570173,1,0,poisonous,edible
0.37092808,0.37929058,0,0,edible,edible
0.6412932,0.30829728,1,0,poisonous,edible
0.71341085,0.46119687,1,0,poisonous,edible
0.53760666,0.3437306,1,0,poisonous,edible
0.85650784,0.35563496,1,0,poisonous,edible
0.53895134,0.5134086,1,1,poisonous,poisonous
0.45281315,0.50697386,0,1,edible,poisonous
0.3776795,0.35440913,0,0,edible,edible
0.7860783,0.41437516,1,0,poisonous,edible
0.5486316,0.44540113,1,0,poisonous,edible
0.7224547,0.34930745,1,0,poisonous,edible
0.79791814,0.35898352,1,0,poisonous,edible
0.64601815,0.43441492,1,0,poisonous,edible
0.09317517,0.37278,0,0,edible,edible
0.29428107,0.39321822,0,0,edible,edible
0.1845446,0.51300174,0,1,edible,poisonous
0.12627678,0.40211084,0,0,edible,edible
0.37498754,0.41983387,0,0,edible,edible
0.2801247,0.33948848,0,0,edible,edible
0.271322,0.41967916,0,0,edible,edible
0.1711079,0.3691248,0,0,edible,edible
0.13114418,0.35712755,0,0,edible,edible
0.6754757,0.36595878,1,0,poisonous,edible
0.21630047,0.3621084,0,0,edible,edible
0.29144397,0.38363898,0,0,edible,edible
0.59045607,0.5606188,1,1,poisonous,poisonous
0.4993346,0.41814715,0,0,edible,edible
0.48255524,0.46181116,0,0,edible,edible
0.61050606,0.4474468,1,0,poisonous,edible
0.44204044,0.4133787,0,0,edible,edible
0.49247327,0.3053547,0,0,edible,edible
0.31049976,0.33979672,0,0,edible,edible
0.13943423,0.31234157,0,0,edible,edible
0.70382756,0.35982507,1,0,poisonous,edible
0.33472213,0.39532137,0,0,edible,edible
0.02045418,0.327339,0,0,edible,edible
0.8384557,0.39253995,1,0,poisonous,edible
0.3513029,0.40502414,0,0,edible,edible
0.9615904,0.67477554,1,1,poisonous,poisonous
0.15317988,0.460054,0,0,edible,edible
0.10947333,0.47683573,0,0,edible,edible
0.37895337,0.37262273,0,0,edible,edible
0.089808926,0.44649678,0,0,edible,edible
0.0023091503,0.36179003,0,0,edible,edible
0.8401654,0.3120565,1,0,poisonous,edible
0.17892234,0.3587289,0,0,edible,edible
0.8436033,0.38470083,1,0,poisonous,edible
0.50131255,0.3534511,1,0,poisonous,edible
0.34177402,0.60865295,0,1,edible,poisonous
0.35043508,0.42619598,0,0,edible,edible
0.704802,0.50537926,1,1,poisonous,poisonous
0.39072508,0.3697689,0,0,edible,edible
0.37902978,0.61828125,0,1,edible,poisonous
0.88662964,0.35629258,1,0,poisonous,edible
0.2412613,0.47464398,0,0,edible,edible
0.08330856,0.5411891,0,1,edible,poisonous
0.31149712,0.34577844,0,0,edible,edible
0.36619377,0.37410998,0,0,edible,edible
0.5325051,0.4459086,1,0,poisonous,edible
0.78897524,0.43668023,1,0,poisonous,edible
0.35167578,0.36014384,0,0,edible,edible
0.37234622,0.4324071,0,0,edible,edible
0.25657296,0.35942754,0,0,edible,edible
0.27738506,0.42424124,0,0,edible,edible
0.43886805,0.3815865,0,0,edible,edible
0.60239655,0.32812008,1,0,poisonous,edible
0.67146707,0.4389939,1,0,poisonous,edible
0.3600855,0.42688107,0,0,edible,edible
0.43196297,0.37670317,0,0,edible,edible
0.59154165,0.41115513,1,0,poisonous,edible
0.23476538,0.35476372,0,0,edible,edible
0.04936953,0.50025135,0,1,edible,poisonous
0.52982867,0.3942014,1,0,poisonous,edible
0.07029249,0.49423987,0,0,edible,edible
0.111904085,0.4574033,0,0,edible,edible
0.68488294,0.43551096,1,0,poisonous,edible
0.83738244,0.49606413,1,0,poisonous,edible
0.7604711,0.425652,1,0,poisonous,edible
0.50867486,0.36858875,1,0,poisonous,edible
0.24620354,0.3292925,0,0,edible,edible
0.1205182,0.36877236,0,0,edible,edible
0.040880244,0.48246905,0,0,edible,edible
0.6478871,0.3819018,1,0,poisonous,edible
0.7675606,0.3250058,1,0,poisonous,edible
0.55583215,0.3691736,1,0,poisonous,edible
0.7266311,0.42312315,1,0,poisonous,edible
0.007031528,0.48282152,0,0,edible,edible
0.43028995,0.3079965,0,0,edible,edible
0.17944339,0.44391638,0,0,edible,edible
0.2901535,0.3278004,0,0,edible,edible
0.8333776,0.38506284,1,0,poisonous,edible
0.62416685,0.44410658,1,0,poisonous,edible
0.066344455,0.3644452,0,0,edible,edible
0.27794582,0.3666728,0,0,edible,edible
0.59687674,0.36716816,1,0,poisonous,edible
0.6828742,0.3850427,1,0,poisonous,edible
0.34287655,0.3743445,0,0,edible,edible
0.14966516,0.30350152,0,0,edible,edible
0.5455832,0.45235193,1,0,poisonous,edible
0.9156768,0.36003605,1,0,poisonous,edible
0.714085,0.55260503,1,1,poisonous,poisonous
0.33178732,0.32271394,0,0,edible,edible
0.6133324,0.46284154,1,0,poisonous,edible
0.2592557,0.37814718,0,0,edible,edible
0.68717253,0.3760823,1,0,poisonous,edible
0.45327005,0.43246093,0,0,edible,edible
0.37633735,0.31405708,0,0,edible,edible
0.4854559,0.49494275,0,0,edible,edible
0.16082764,0.39943838,0,0,edible,edible
0.4561108,0.47771922,0,0,edible,edible
0.47177836,0.39269,0,0,edible,edible
0.77347654,0.40150443,1,0,poisonous,edible
0.14902796,0.3687513,0,0,edible,edible
0.47219333,0.45072642,0,0,edible,edible
0.8916422,0.41956592,1,0,poisonous,edible
0.9783126,0.46196225,1,0,poisonous,edible
0.4318808,0.34979737,0,0,edible,edible
0.3342269,0.36605865,0,0,edible,edible
0.41972035,0.36292288,0,0,edible,edible
0.37370694,0.36824146,0,0,edible,edible
0.29784924,0.3606461,0,0,edible,edible
0.37788,0.42217225,0,0,edible,edible
0.31842363,0.41606972,0,0,edible,edible
0.08175989,0.4189606,0,0,edible,edible
0.070001796,0.36536685,0,0,edible,edible
0.8879878,0.41351214,1,0,poisonous,edible
0.110597916,0.4744403,0,0,edible,edible
0.048035003,0.50843835,0,1,edible,poisonous
0.08416206,0.35501885,0,0,edible,edible
0.15700138,0.40119323,0,0,edible,edible
0.43814918,0.3696584,0,0,edible,edible
0.012302583,0.39482215,0,0,edible,edible
0.024841689,0.34727746,0,0,edible,edible
0.64948684,0.45120978,1,0,poisonous,edible
0.6892154,0.3681836,1,0,poisonous,edible
0.38851807,0.31923437,0,0,edible,edible
0.85032964,0.56720525,1,1,poisonous,poisonous
0.65670097,0.6370705,1,1,poisonous,poisonous
0.25680113,0.592385,0,1,edible,poisonous
0.008916465,0.43609896,0,0,edible,edible
0.5681184,0.49040797,1,0,poisonous,edible
0.83475757,0.41124213,1,0,poisonous,edible
0.14055185,0.35114628,0,0,edible,edible
0.5431776,0.5209034,1,1,poisonous,poisonous
0.9855714,0.40258595,1,0,poisonous,edible
0.5853208,0.29078785,1,0,poisonous,edible
0.7166908,0.32630286,1,0,poisonous,edible
0.51320845,0.41321847,1,0,poisonous,edible
0.19555801,0.3604293,0,0,edible,edible
0.7160063,0.3917391,1,0,poisonous,edible
0.22898301,0.4187076,0,0,edible,edible
0.24144895,0.48565573,0,0,edible,edible
0.69500357,0.43595004,1,0,poisonous,edible
0.6816833,0.4422125,1,0,poisonous,edible
0.65460396,0.38761765,1,0,poisonous,edible
0.58105004,0.3439379,1,0,poisonous,edible
0.74032927,0.32512188,1,0,poisonous,edible
0.39366576,0.36508614,0,0,edible,edible
0.4413688,0.35628608,0,0,edible,edible
0.28895032,0.3595351,0,0,edible,edible
0.62131244,0.37588415,1,0,poisonous,edible
0.68805945,0.35687456,1,0,poisonous,edible
0.5987067,0.42265612,1,0,poisonous,edible
0.6520928,0.3320395,1,0,poisonous,edible
0.22850153,0.49733233,0,0,edible,edible
0.8604921,0.4165508,1,0,poisonous,edible
0.31701767,0.40527275,0,0,edible,edible
0.8679462,0.36854622,1,0,poisonous,edible
0.25484678,0.44408426,0,0,edible,edible
0.41815406,0.37464926,0,0,edible,edible
0.41629237,0.4500704,0,0,edible,edible
0.42049795,0.4752773,0,0,edible,edible
0.4517698,0.42459658,0,0,edible,edible
0.14060962,0.55665916,0,1,edible,poisonous
0.40522945,0.2979631,0,0,edible,edible
0.93533903,0.37666288,1,0,poisonous,edible
0.6475105,0.3814431,1,0,poisonous,edible
0.45796397,0.4608124,0,0,edible,edible
0.3087973,0.57201517,0,1,edible,poisonous
0.48463973,0.47602576,0,0,edible,edible
0.5321452,0.38673225,1,0,poisonous,edible
0.5690492,0.4910984,1,0,poisonous,edible
0.36414948,0.37623975,0,0,edible,edible
0.7342991,0.34292442,1,0,poisonous,edible
0.7569474,0.3970752,1,0,poisonous,edible
0.20162249,0.38040182,0,0,edible,edible
0.9798889,0.43055668,1,0,poisonous,edible
0.6147725,0.42096028,1,0,poisonous,edible
0.7782494,0.6784756,1,1,poisonous,poisonous
0.3203306,0.49148607,0,0,edible,edible
0.16696864,0.5671626,0,1,edible,poisonous
0.6043058,0.34533882,1,0,poisonous,edible
0.7207098,0.4892552,1,0,poisonous,edible
0.8926022,0.4309144,1,0,poisonous,edible
0.6308448,0.45005205,1,0,poisonous,edible
0.49745435,0.46017963,0,0,edible,edible
0.5141187,0.47376478,1,0,poisonous,edible
0.2852312,0.3802827,0,0,edible,edible
0.07168549,0.38806194,0,0,edible,edible
0.42970228,0.397732,0,0,edible,edible
0.2593767,0.36199197,0,0,edible,edible
0.8389829,0.36938658,1,0,poisonous,edible
0.6879018,0.35127634,1,0,poisonous,edible
0.27561313,0.42709082,0,0,edible,edible
0.7840365,0.33620876,1,0,poisonous,edible
0.11289721,0.39869207,0,0,edible,edible
0.84571856,0.643939,1,1,poisonous,poisonous
0.44843662,0.5208027,0,1,edible,poisonous
0.7653358,0.49045873,1,0,poisonous,edible
0.4204937,0.41801122,0,0,edible,edible
0.71341085,0.3371151,1,0,poisonous,edible
0.9227645,0.36560237,1,0,poisonous,edible
0.2741453,0.3870926,0,0,edible,edible
0.112310685,0.35550553,0,0,edible,edible
0.32097888,0.60862577,0,1,edible,poisonous
0.2584416,0.35759392,0,0,edible,edible
0.28936005,0.36998838,0,0,edible,edible
0.6207063,0.4358923,1,0,poisonous,edible
0.009370779,0.3873885,0,0,edible,edible
0.41849732,0.38496095,0,0,edible,edible
0.41533056,0.3791774,0,0,edible,edible
0.6232822,0.43310553,1,0,poisonous,edible
0.14944859,0.3573857,0,0,edible,edible
0.993564,0.34029993,1,0,poisonous,edible
0.3318153,0.43318042,0,0,edible,edible
0.67081136,0.49647355,1,0,poisonous,edible
0.10985476,0.37981427,0,0,edible,edible
0.15896265,0.35024893,0,0,edible,edible
0.5535706,0.48098895,1,0,poisonous,edible
0.31065613,0.37408167,0,0,edible,edible
0.8117929,0.35739392,1,0,poisonous,edible
0.17653263,0.38541183,0,0,edible,edible
0.5989879,0.40116245,1,0,poisonous,edible
0.28591132,0.4187969,0,0,edible,edible
0.063924424,0.3834051,0,0,edible,edible
0.81831455,0.36377853,1,0,poisonous,edible
0.43607354,0.38035348,0,0,edible,edible
0.2771462,0.38089457,0,0,edible,edible
0.2988812,0.46079487,0,0,edible,edible
0.9583061,0.38446316,1,0,poisonous,edible
0.21497011,0.6319667,0,1,edible,poisonous
0.20685077,0.38457352,0,0,edible,edible
0.99766326,0.3622824,1,0,poisonous,edible
0.3909043,0.34037623,0,0,edible,edible
0.27399132,0.50486475,0,1,edible,poisonous
0.9581251,0.36707076,1,0,poisonous,edible
0.99944705,0.39186108,1,0,poisonous,edible
0.35804144,0.39269158,0,0,edible,edible
0.73415416,0.32930586,1,0,poisonous,edible
0.5406975,0.32067105,1,0,poisonous,edible
0.33370948,0.5263994,0,1,edible,poisonous
0.9613447,0.3709469,1,0,poisonous,edible
0.1784363,0.3600156,0,0,edible,edible
